lemma,freq,per_million
δανειοληψίας,1,0.15
επιτρέψω,1,0.15
διαπραγματευτών)·,1,0.15
marking-to-model,1,0.15
nyilvánosan,1,0.15
ιδίανς,1,0.15
ακυρωνόμενων,1,0.15
συνυπολογιζομένη,1,0.15
εταιρείας.8,1,0.15
γεννήθηκαν,1,0.15
δημοσιεύσεώς,1,0.15
αποκλείσουν,1,0.15
αποσαφηνίσω,1,0.15
σχετιζόμενης,1,0.15
κατάλληλες,1,0.15
ανεπίκαιρη,1,0.15
απευθυνόμενης,1,0.15
b(5,1,0.15
οργάνωσης·,1,0.15
ζητήσει·,1,0.15
επαγγελματικό·,1,0.15
πληρούταν,1,0.15
2000/12/eκ·,1,0.15
συγκατατέθηκε,1,0.15
γνωστοποίει,1,0.15
ελέγξει·,1,0.15
διαρθρώνουν,1,0.15
9.10.2002,1,0.15
τραπεζoγραμμάτια,1,0.15
mη,1,0.15
2004/9,1,0.15
ειδοσ,1,0.15
δημοσιευεη,1,0.15
πηγη,1,0.15
νομικησ,1,0.15
υποχρεωσησ,1,0.15
σκοποσ,1,0.15
χρηματοοικο-νομικός,1,0.15
συναλλαγης,1,0.15
2]–,1,0.15
τίτλων–,1,0.15
εδουλευμένοι,1,0.15
5].2.2,1,0.15
γσδ,1,0.15
αποσβέννυνμαι,1,0.15
αναλυτικοί,1,0.15
τραπεζογραμμά-τια,1,0.15
-βλ,1,0.15
economic,1,0.15
απέχουσα,1,0.15
reserves,1,0.15
μετρούμενα,1,0.15
εμφανιζόμενα,1,0.15
προτεινόμενες,1,0.15
κόστους-ωφέλεια,1,0.15
ομαλών,1,0.15
διακινώ,1,0.15
ανταλλάξιμα,1,0.15
γινομένος,1,0.15
buy-sell,1,0.15
εντολeς,1,0.15
διαβιβασθείσας,1,0.15
αμφισβητούσα,1,0.15
διαφaνεια,1,0.15
μεταχείριση·,1,0.15
προαναγγείλω,1,0.15
συστηματικοποιητήςς,1,0.15
επικαιροποιούμενος,1,0.15
πεντάμηνος,1,0.15
εισαγωγh,1,0.15
παρaγωγα,1,0.15
εξατομικεύσιμων,1,0.15
ενθαρρύνεται,1,0.15
απαιτούντο,1,0.15
αναδιατυπώνω,1,0.15
προχώρησαν,1,0.15
θεσμοθέτηση,1,0.15
εκείνο,1,0.15
προέχω,1,0.15
θεσμοθετήνω,1,0.15
προαναφερθείσος,1,0.15
αναδιατυπωμένων,1,0.15
20.1.α,1,0.15
προόδος,1,0.15
0073,1,0.15
160/2006,1,0.15
1787,1,0.15
45/2007,1,0.15
ορισμή,1,0.15
30δ,1,0.15
31γ,1,0.15
ακόλουθoς,1,0.15
ε(2007ς,1,0.15
εξέφραζαν,1,0.15
ανακατεύθυνε,1,0.15
ηλεκτρονικο,1,0.15
δικτυο,1,0.15
διαχείριση·,1,0.15
2003/06/εκ,1,0.15
αιάτλω,1,0.15
καταχωρούμενος,1,0.15
κατορθώνω,1,0.15
αξιόπιστη,1,0.15
ανεμπόδιστα,1,0.15
εικοσιτετράωρο,1,0.15
διακομιστός,1,0.15
μονοπωλιακής,1,0.15
διάθεσης·,1,0.15
καταχωρηθούν,1,0.15
εύκολη,1,0.15
τηλεφορτώνουν,1,0.15
εκτυπωμένος,1,0.15
ρυθμιζόμενων·,1,0.15
ηλεκτρονικου,1,0.15
δικτυου,1,0.15
κλειδιών,1,0.15
αποθήκευση·,1,0.15
68/151/εοκ·,1,0.15
αλυσιδωτής,1,0.15
εμπέδωσης,1,0.15
αναζητήσω,1,0.15
φτάσουν,1,0.15
εφημερίδων,1,0.15
επαληθεύσιμο,1,0.15
εξυπηρετηθούν,1,0.15
λόγος·,1,0.15
κοινολογήθηκαν,1,0.15
2004/109/εκ,1,0.15
διαδοθούν,1,0.15
εναπομένοντες,1,0.15
53ας,1,0.15
συσχετιζόμενους,1,0.15
διασαφήνισης,1,0.15
ελαστικότερης,1,0.15
δόκιμος,1,0.15
συναινούντων,1,0.15
εξακριβωμένος,1,0.15
δέκα·,1,0.15
τράστ,1,0.15
συναινούντο,1,0.15
ελέγχει·,1,0.15
προσιτάς,1,0.15
αναγκαίο·,1,0.15
υπάρξη,1,0.15
φιλελευθεροποίηση,1,0.15
πίνακης,1,0.15
19ας,1,0.15
.τα,1,0.15
προτεινομένων,1,0.15
7.2.2007,1,0.15
θεσπιζόμενες,1,0.15
απαλείφει,1,0.15
μηνιαίας,1,0.15
στοιχεία.4,1,0.15
έκτακτων,1,0.15
διαπιστούμενος,1,0.15
απλοποιημένων,1,0.15
διαμορφούμενων,1,0.15
↑,1,0.15
υποβάλλοντάς,1,0.15
μηναίος,1,0.15
αναγγελθώ,1,0.15
διαβιβάση,1,0.15
αναγόμενων,1,0.15
παγιωμένων,1,0.15
δημοσιεύσιμος,1,0.15
αναθεωρημένων,1,0.15
αναθέωρηση,1,0.15
κιόλας,1,0.15
δίμηνο,1,0.15
διμήνου,1,0.15
αναλυόμενους,1,0.15
ομαδική,1,0.15
διαδικασιών,1,0.15
ν13,1,0.15
διαγεγραμμένα,1,0.15
κe,1,0.15
εργάσιμη,1,0.15
17.12.2001,1,0.15
2006/20,1,0.15
2004/21,1,0.15
18.12.2004,1,0.15
1267/2003,1,0.15
18.7.2003,1,0.15
www.ecb.int,1,0.15
πινάκο,1,0.15
στωτικοί,1,0.15
ξένο,1,0.15
α-β-γ,1,0.15
--κε,1,0.15
εέλεγχος,1,0.15
νο,1,0.15
δεκ.,1,0.15
ιαν.,1,0.15
άων,1,0.15
κατηγ,1,0.15
γεν.,1,0.15
κυβέρν,1,0.15
τετραγώνος,1,0.15
πιi,1,0.15
802].,1,0.15
κάτοικο,1,0.15
σύνολo,1,0.15
πωάλλω,1,0.15
ομολογιακά,1,0.15
δανείων»/κόσμος,1,0.15
1202,1,0.15
εσωτερικου//ευρω,1,0.15
επιχ,1,0.15
σεις,1,0.15
συντ,1,0.15
εσωτερικου//λοιπα,1,0.15
εκδοτες,1,0.15
υπολοιπου,1,0.15
κοσμου//ευρω,1,0.15
ευρωγραμμάτι,1,0.15
euronotesς,1,0.15
1204,1,0.15
1206,1,0.15
εκδόσεα,1,0.15
αποτιμήσεως,1,0.15
επανεπενδεδυμένων,1,0.15
1207].,1,0.15
νεοεκδοθέντες,1,0.15
1208].,1,0.15
1210].,1,0.15
εξοφλούμενο,1,0.15
διανύθηκε,1,0.15
1211,1,0.15
ποιων,1,0.15
απαρέγκλιτος,1,0.15
lts,1,0.15
qus,1,0.15
1302,1,0.15
1303,1,0.15
1305,1,0.15
1307,1,0.15
1309]με,1,0.15
1310]με,1,0.15
1311]αριθμός,1,0.15
φορτίζω,1,0.15
1314]τερματικά,1,0.15
1315,1,0.15
1317]με,1,0.15
επιταγές,1,0.15
1319]πιστώσεις,1,0.15
1323]συναλλαγές,1,0.15
εμβάσματα,1,0.15
αποστέλλει·,1,0.15
1326,1,0.15
1328,1,0.15
els,1,0.15
eaf,1,0.15
spi,1,0.15
irecc,1,0.15
πινάκα,1,0.15
εσυ,1,0.15
μεταδεδομένο,1,0.15
υποφάκελος,1,0.15
κωδικοποιημένες,1,0.15
κλειδής,1,0.15
εποχική,1,0.15
παρασχεθέντων,1,0.15
αντληθείσες,1,0.15
arr,1,0.15
συγκέντρωσης):6,1,0.15
0method_ref,1,0.15
προηγούμενοι,1,0.15
nat_title,1,0.15
διακριτικά,1,0.15
διατυπούμενας,1,0.15
στρωματοποίηση,1,0.15
source_agency,1,0.15
μεταδίδει,1,0.15
indexdec98=100,1,0.15
indexdec01=100,1,0.15
μετέδωσε,1,0.15
breaks,1,0.15
κλπ,1,0.15
"10],«p",1,0.15
cl_obs_status,1,0.15
σχολίο,1,0.15
ασυνήθος,1,0.15
αναγγελλόμενων,1,0.15
διορθωσεις,1,0.15
εκκινεί,1,0.15
αντιπαραγωγικός,1,0.15
novo,1,0.15
συνέδεαν,1,0.15
απορρόφησαν,1,0.15
καταγραφόμενη,1,0.15
διπλογραφία,1,0.15
αντίστοιχά,1,0.15
συλλέγονται,1,0.15
χρονολογούνται,1,0.15
συναρτούν,1,0.15
δυσκολότερος,1,0.15
κ.3-k.10,1,0.15
κ.11,1,0.15
5.129,1,0.15
30.12.1998,1,0.15
εγχώριες,1,0.15
head_of_branch»·,1,0.15
εμφανίσουν,1,0.15
νχι·ς,1,0.15
συγχώνευσης·,1,0.15
mfi_ref»·,1,0.15
4]για,1,0.15
isin_3,1,0.15
involved_,1,0.15
non-if,1,0.15
συγχωνεύθηκε,1,0.15
διψήφιου,1,0.15
2.60-2.67,1,0.15
5.56-5.59,1,0.15
moneyandbankingstatisticssectormanual,1,0.15
interbank,1,0.15
quoted,1,0.15
units,1,0.15
μετέρχω,1,0.15
software-based,1,0.15
υποστηριζόμενης,1,0.15
μικροτσίπ,1,0.15
nav,1,0.15
pin,1,0.15
tan,1,0.15
f.332,1,0.15
financial,1,0.15
non-mfis,1,0.15
2.21-2.31,1,0.15
ερμης,1,0.15
δραχμές,1,0.15
τετραμερών,1,0.15
σπανιότερα,1,0.15
κλ.π,1,0.15
borrowing,1,0.15
2.57-2.59,1,0.15
notice,1,0.15
2.68-2.70,1,0.15
5.94-5.95,1,0.15
intermediaries,1,0.15
i.α,1,0.15
γσα,1,0.15
mmfs,1,0.15
2.71-2.74,1,0.15
ευρωαγορά,1,0.15
εκδότες,1,0.15
non-resident,1,0.15
e-money,1,0.15
maturity,1,0.15
roll-over,1,0.15
2000/46/eκ,1,0.15
έναντί,1,0.15
issued,1,0.15
9.5·,1,0.15
target”).4,1,0.15
2006/11,1,0.15
12.8.2006,1,0.15
συναπαρτίζεται,1,0.15
σχημάτισαν,1,0.15
ρηξικέλευθες,1,0.15
περίπλοκους,1,0.15
επαχθέστερες,1,0.15
δαπανηρότερο,1,0.15
επαχθέστερο,1,0.15
αξιωθεί,1,0.15
καταβάλλοντας,1,0.15
εχθρικός,1,0.15
προβλώνη,1,0.15
προτιμάται,1,0.15
1263/1999,1,0.15
συμπράξεις,1,0.15
προέχων,1,0.15
προκειμένος,1,0.15
ηττηθείσας,1,0.15
κτηθείσα,1,0.15
απεδείχθη,1,0.15
δύνονται,1,0.15
1681/94,1,0.15
υποβληθείσων,1,0.15
παθήσεις,1,0.15
υδατοκαλλιέργειος,1,0.15
1639/2001,1,0.15
θηρευτής,1,0.15
αλιεύμα,1,0.15
κοινωνικο-οικονομικός,1,0.15
ανύπαρκτη,1,0.15
2371/2002,1,0.15
υδατοπεριβαλλοντικός,1,0.15
εκτρεφόμενος,1,0.15
υδρόβιο,1,0.15
2092/91,1,0.15
σπατάλη,1,0.15
2006/88/εκ,1,0.15
ιχθυάλευρα,1,0.15
ιχθυέλαιο,1,0.15
διοξινής,1,0.15
αποδοτικότητάς,1,0.15
υφάλος,1,0.15
προπαρασκευής,1,0.15
οικολογικό,1,0.15
εμπλουτισμός,1,0.15
αλιευθεί,1,0.15
τόποι,1,0.15
εκφορτώνω,1,0.15
συνθημάτων,1,0.15
πανηγύρεις,1,0.15
510/2006,1,0.15
πιλοτικά,1,0.15
παραγόμενα,1,0.15
συμπραττόντων,1,0.15
συμπράττοντες,1,0.15
μακρύτερες,1,0.15
υλοποιούμενος,1,0.15
πρόσοψη,1,0.15
ευμεγέθη,1,0.15
σύνθημα,1,0.15
χρηματοδοτικης,1,0.15
εξόδους,1,0.15
συγχρηματοδοτών,1,0.15
μικροπίστωση,1,0.15
–μείον,1,0.15
απόδοσης–,1,0.15
επιχειρήσεων-στόχος,1,0.15
πρώιμα,1,0.15
εντοπιζόμενα,1,0.15
δικαιούμενα,1,0.15
δικαιούμενος,1,0.15
αντιπρόσωποί,1,0.15
φωτοαντίγραφο,1,0.15
μικροφωτοδελτία,1,0.15
συναγάγει,1,0.15
συγχρηματοδοτούμενων,1,0.15
κ.3,1,0.15
1346/2000,1,0.15
aρχική,1,0.15
παραβιάστηκε,1,0.15
συνέταξαν,1,0.15
παράτυπης,1,0.15
ανακτηθόν,1,0.15
tα,1,0.15
εντάλματος,1,0.15
πτωχεύσεων,1,0.15
διαμορφώματος,1,0.15
94/140/εκ,1,0.15
αποκαλυφθείσες,1,0.15
παρατυπιών,1,0.15
χαρακτηρα,1,0.15
15.8.2006,1,0.15
26.6.1999,1,0.15
30.12.1999,1,0.15
485/2005,1,0.15
30.3.2005,1,0.15
24.11.2006,1,0.15
12.7.1994,1,0.15
2035/2005,1,0.15
15.12.2005,1,0.15
14.12.2000,1,0.15
2438/2000,1,0.15
24.2.2001,1,0.15
17.8.2001,1,0.15
25.4.1979,1,0.15
22.7.1992,1,0.15
22.7.1991,1,0.15
18.8.1990,1,0.15
21.1.2000,1,0.15
31.3.2006,1,0.15
31.7.2006,1,0.15
27.11.1995,1,0.15
30.6.2000,1,0.15
4.3.1994,1,0.15
επιλεξιμοτητα,1,0.15
δυνατάς,1,0.15
αδύνατα,1,0.15
επαναδραστηριοποιούνται,1,0.15
εκφεύγει,1,0.15
4]δ,1,0.15
6]δ,1,0.15
21.7.2001,1,0.15
στρογγυλευθεί,1,0.15
επικρατούντας,1,0.15
αιχμές,1,0.15
όγδο,1,0.15
χρώματα,1,0.15
000099,1,0.15
μονοχρωμία,1,0.15
άστρο,1,0.15
στηλό,1,0.15
στόλου,1,0.15
κμς,1,0.15
νηολογίου,1,0.15
άρρεν,1,0.15
θήλυ,1,0.15
εγκαταλείφθηκε,1,0.15
ονοματολογια,1,0.15
αξονων,1,0.15
οριστική,1,0.15
kw.,1,0.15
-kw,1,0.15
προαγάγουν,1,0.15
μαθημάτο,1,0.15
παράχθηκε,1,0.15
ιχθυογεννητικός,1,0.15
καλλιεργητής,1,0.15
σκάφη,1,0.15
νωπή,1,0.15
διατηρόμενης,1,0.15
κονσερβοποιημένων,1,0.15
ημισυντηρημένων,1,0.15
κατεψυγμένων,1,0.15
βαθύας,1,0.15
ψύξεως,1,0.15
μεταποιημένων,1,0.15
μαγειρευμένα,1,0.15
φαγητό,1,0.15
καπνιστά,1,0.15
αλίπαστα,1,0.15
αποξηραμένα,1,0.15
απορριμμάτων,1,0.15
επωφελήθηκε,1,0.15
θαλάσσια,1,0.15
ωοτοκία,1,0.15
παγομηχανή,1,0.15
αλιευτικό,1,0.15
2081/92,1,0.15
1].σειρά,1,0.15
καινοτόμου,1,0.15
παρεμπιπτόντων,1,0.15
μελέτες,1,0.15
24.7.1992,1,0.15
υπάρξαινω,1,0.15
εφαρμόστηκε,1,0.15
intosai,1,0.15
ελεγκτικη,1,0.15
προτεραιοτητες,1,0.15
ενδεικτικό,1,0.15
προσφυγη,1,0.15
εργο,1,0.15
ετησιας,1,0.15
ελεγχθέντης,1,0.15
δειγματος,1,0.15
δηλωθεισων,1,0.15
δηλωθείσε,1,0.15
συναλλαγών.ή,1,0.15
10.5.2007,1,0.15
τελικης,1,0.15
παροντος,1,0.15
δείγματος(-ων,1,0.15
διενέργειας,1,0.15
αναφερθεισες,1,0.15
έκρινα,1,0.15
απαραίτητες].,1,0.15
δυσμενούς,1,0.15
κλεισιμο,1,0.15
αποπεράτωση,1,0.15
πιστοποιητικο,1,0.15
εισπραχθέντης,1,0.15
1198/2006·,1,0.15
προσήκοντες,1,0.15
αποσυρθηκαν,1,0.15
διαχειριστικοί,1,0.15
ενδιαμεσοι,1,0.15
κατανεμηθεισών,1,0.15
κάλυψε,1,0.15
1]είτε,1,0.15
σοβαρότητάς,1,0.15
επιτευγμάτων,1,0.15
ανολοκλήρωτων,1,0.15
επεστράφη,1,0.15
επαναχρησιμοποιήθηκε,1,0.15
498/2006,1,0.15
συμπληρωματικοτητα,1,0.15
1198/2006].,1,0.15
ιδιάζουσα,1,0.15
1265/2001,1,0.15
314/2002,1,0.15
μηχανογράφηση,1,0.15
94/728/εκ,1,0.15
1150/2000,1,0.15
ποσοστωσεις,1,0.15
σιροπιών,1,0.15
28.2.2006,1,0.15
1.7.2006,1,0.15
31.5.2000,1,0.15
2028/2004,1,0.15
27.11.2004,1,0.15
εξαμηνιαίως,1,0.15
περιλαμβάνοντας,1,0.15
λογιστικοποιηθούν,1,0.15
διακανονισθείσα,1,0.15
1358/2007,1,0.15
αμερικάνικος,1,0.15
δαπανηρα,1,0.15
29ζ,1,0.15
8.5.2008,1,0.15
0657,1,0.15
2007/657/εκ,1,0.15
12.6.2008,1,0.15
ríkisins’.”·,1,0.15
7/94,1,0.15
21.8.2008,1,0.15
92/49/eok,1,0.15
65/2008,1,0.15
29ζα,1,0.15
1569,1,0.15
80/2008,1,0.15
0528,1,0.15
0008,1,0.15
0006,1,0.15
101,1,0.15
0076,1,0.15
2007/65/εκ,1,0.15
ταξινόμησης·,1,0.15
ενδοκοινοτική,1,0.15
συνδρομή·,1,0.15
επιβολης,1,0.15
συντονίσει,1,0.15
ζημιωθέντες,1,0.15
σαφέστερος,1,0.15
ανθρωπίνων,1,0.15
υποχρεωτικώς,1,0.15
εκπορεύεται,1,0.15
αναλυτικότητας,1,0.15
χρειάστηκαν,1,0.15
περιληώνφ,1,0.15
παγιωθούν,1,0.15
αποδοτέος,1,0.15
εποπτεύσουν,1,0.15
απρόσφορες,1,0.15
διαλέξει,1,0.15
iι·,1,0.15
απλοποιούμαι,1,0.15
στατιστικής·,1,0.15
παραρτήματό,1,0.15
j.-p.,1,0.15
25.11.2003,1,0.15
1999/34/εκ,1,0.15
r1ς,1,0.15
κινδύνου]·,1,0.15
r7,1,0.15
r8,1,0.15
r9ς,1,0.15
r10,1,0.15
r20].,1,0.15
r22,1,0.15
r23,1,0.15
r25,1,0.15
r26,1,0.15
r27,1,0.15
διατομεακή,1,0.15
πράξη]·,1,0.15
r32,1,0.15
r12]·,1,0.15
δείγματα(-τα,1,0.15
επιμελημένος,1,0.15
πρότυπο(α,1,0.15
7.2.3,1,0.15
7.5.1,1,0.15
7.5.2,1,0.15
πελάγη,1,0.15
xxxxxx,1,0.15
παρόλον,1,0.15
2006/891/εκ,1,0.15
ανισότητα,1,0.15
εισφοράς,1,0.15
κεφαλαιουχική,1,0.15
αντιπροσωπεύοντα,1,0.15
χρηματιστήριο·,1,0.15
εξομοιούται,1,0.15
υπόλοιπο·,1,0.15
πραγματοποιουμένων,1,0.15
αποκτώσα,1,0.15
υποθηκών·,1,0.15
ανταποδοτικός,1,0.15
προστιθεμένος,1,0.15
επέβαλλε,1,0.15
λιμενικός,1,0.15
αλληλοβοηθείας,1,0.15
69/355/εοκ,1,0.15
2006/98/εκ,1,0.15
aandelen,1,0.15
командитно,1,0.15
дружество,1,0.15
акции,1,0.15
ограничена,1,0.15
отговорност,1,0.15
omezeným,1,0.15
aktieselskab,1,0.15
kommandit-aktieselskab,1,0.15
usaldusühing,1,0.15
osaühing,1,0.15
aktsiaselts,1,0.15
tulundusühistu,1,0.15
μετοχάς,1,0.15
acciones,1,0.15
responsabilidad,1,0.15
responsabilità,1,0.15
kapitālsabiedrība,1,0.15
uždaroji,1,0.15
felelősségű,1,0.15
társaság,1,0.15
μαλτέζικου,1,0.15
tagħhom,1,0.15
jkun,1,0.15
f’azzjonijiet,1,0.15
spółka,1,0.15
akcyjna,1,0.15
ograniczonąς,1,0.15
sociedade,1,0.15
por,1,0.15
quotas,1,0.15
în,1,0.15
nume,1,0.15
colectiv,1,0.15
komanditna,1,0.15
omejeno,1,0.15
odgovornostjo,1,0.15
obmedzeným,1,0.15
osakeyhtiö,1,0.15
osuuskunta,1,0.15
andelslag,1,0.15
säästöpankki,1,0.15
sparbank,1,0.15
vakuutusyhtiö,1,0.15
incorporated,1,0.15
73/79/εοκ,1,0.15
73/80/εοκ,1,0.15
13.11.1974,1,0.15
1979,1,0.15
19.11.1979,1,0.15
85/303/εοκ,1,0.15
15.6.1985,1,0.15
15.11.1985,1,0.15
xi.b.i.1,1,0.15
196,1,0.15
555,1,0.15
ββ,1,0.15
απόφασης»·,1,0.15
6μ,1,0.15
τρίμηνη.»·,1,0.15
καταργήση,1,0.15
αναδιατυπωθούν,1,0.15
53α,1,0.15
2008/22/εκ,1,0.15
2008/26/εκ,1,0.15
υπόπτων,1,0.15
χρήζει,1,0.15
αναταξινομούμενος,1,0.15
interest,1,0.15
β)i,1,0.15
β)ii,1,0.15
β)iii,1,0.15
α)i,1,0.15
α)ii,1,0.15
α)iii,1,0.15
α)iv,1,0.15
δ)i,1,0.15
δ)ii,1,0.15
2008/31,1,0.15
ακολούθως:1,1,0.15
μέλος.5,1,0.15
κατοίκου,1,0.15
ανεπίλυτος,1,0.15
διαγεγραμμένας,1,0.15
birs@ecb.europa.eu,1,0.15
17:59,1,0.15
παρεκβολές,1,0.15
fvc_req_newς,1,0.15
fvc_req_del,1,0.15
τμήματα:“host,1,0.15
fvc_req_new,1,0.15
αποστείλουν,1,0.15
αναπτυχθεί·,1,0.15
2001/95/ek,1,0.15
προσφορός,1,0.15
άψογος,1,0.15
αυτοδύναμος,1,0.15
εμπορευματοποίηση,1,0.15
διαπιστεύσεις,1,0.15
επισυμβαίνω,1,0.15
αυστηρότατης,1,0.15
επανεξάγω,1,0.15
ληφθένς,1,0.15
επιδοτώ,1,0.15
ρητρά,1,0.15
διαπιστευση,1,0.15
αυτοχρηματοδοτούμενος,1,0.15
διαπίστευσής,1,0.15
διασυνοριακή,1,0.15
διαπίστευση·,1,0.15
αλληλοσυγκρουόμενα,1,0.15
λαμβάνει·,1,0.15
διαπιστεύω,1,0.15
98/34/ek,1,0.15
πληρέστερο,1,0.15
περιοριστικάς,1,0.15
πληροφορείς,1,0.15
προγράμματά,1,0.15
ευαλλοίωτων,1,0.15
αχρηστεύω,1,0.15
επίθεσή,1,0.15
αναθέτο,1,0.15
eκ,1,0.15
ζημιωθεί,1,0.15
προϋπολογισμοί,1,0.15
2008.(δεν,1,0.15
31.5.2001,1,0.15
16.9.2002,1,0.15
1525/2007,1,0.15
478/2007,1,0.15
28.4.2007,1,0.15
επείγει,1,0.15
λογιστικοποιηθεί,1,0.15
επαναταξινόμησης,1,0.15
ag8,1,0.15
50ε,1,0.15
άλλη·,1,0.15
επαναταξινομήθηκαν,1,0.15
παρεπόμενου,1,0.15
πραγματοποιούμενου,1,0.15
προτιμότερο,1,0.15
κατεχόμενου,1,0.15
αγοράσθηκε,1,0.15
προτιθέμενος,1,0.15
μικροαλλαγή,1,0.15
κτίσμα,1,0.15
αλληλοδιαδόχωςς,1,0.15
εργοταξιακός,1,0.15
εκείνη,1,0.15
απαλειφόμενο,1,0.15
а1,1,0.15
47ζ,1,0.15
36α-36γς,1,0.15
25θ,1,0.15
13(ιδ,1,0.15
λειτουργίας,1,0.15
ανέλιξη,1,0.15
εμπεριέχονταν,1,0.15
1262/2008,1,0.15
εξαργυρώζω,1,0.15
εξαργυρώσουν,1,0.15
εξαργύρωσή,1,0.15
ανταμοιβής·,1,0.15
έσοδό,1,0.15
πόντους,1,0.15
συμβλώ,1,0.15
1263/2008,1,0.15
εγερθεί,1,0.15
ρευστοποιήσιμο,1,0.15
εξαιρετέες,1,0.15
τακτοποιώνη,1,0.15
23-26,1,0.15
υπολογίνω,1,0.15
επαναμέτρηση,1,0.15
2001/43/εκ,1,0.15
παρωχημένων,1,0.15
5ε,1,0.15
κινητοποιηθεί,1,0.15
εκπληρώνοντας,1,0.15
σημανικός,1,0.15
παρευρίσκω,1,0.15
διατηρεί,1,0.15
διαφωνούντης,1,0.15
com(2007,1,0.15
συνήλθαν,1,0.15
ειρηνικού,1,0.15
χούντα,1,0.15
καταλάβω,1,0.15
15.12.2000,1,0.15
επιστολης,1,0.15
στρατηγέ,1,0.15
καταδίκασε,1,0.15
συνεδρία,1,0.15
θεσπίζονταν,1,0.15
συνεδρίασε,1,0.15
εκρίθη,1,0.15
πλαισίωση,1,0.15
παγώματος,1,0.15
συναινετική,1,0.15
